Agency Name,County,IncidentDate,LEOKA Assignment Type (NIBRS),LEOKA Circumstance,NIBRS Crime Description,NIBRS Report Title,Victim Age (group),Victim Gender,Victim Race,Distinct Offense Victims
Ontario PD,Malheur,5/2/2020,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Ontario PD,Malheur,1/28/2021,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,50-54,Male,White,1
Oregon City PD,Clackamas,2/1/2022,One Man Vehicle - Alone,Burglaries in Progress/Pursuing Burglary Suspects,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Oregon State Police,MARION,5/12/2021,One Man Vehicle - Alone,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,50-54,Male,Unknown,1
Oregon State Police,MULTNOMAH,6/19/2021,One Man Vehicle - Alone,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,50-54,Male,Unknown,1
Port of Portland PD,Multnomah,3/12/2021,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,50-54,Male,Asian,1
Port of Portland PD,Multnomah,8/16/2020,Other - Assisted,All Other,Aggravated Assault,Aggravated Assault,50-54,Male,Hispanic or Latino,1
Portland Police Bureau MIP,Multnomah,4/1/2020,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,50-54,Male,Asian,1
Portland Police Bureau MIP,Multnomah,5/1/2021,Other - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,50-54,Male,Black or African American,1
Portland Police Bureau MIP,Multnomah,6/24/2021,One Man Vehicle - Assisted,Mentally Deranged,Aggravated Assault,Aggravated Assault,50-54,Male,Black or African American,1
Portland Police Bureau MIP,Multnomah,4/6/2020,One Man Vehicle - Alone,All Other,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,5/21/2020,Other - Assisted,Mentally Deranged,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,5/29/2020,Detective or Special Assignment - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,7/13/2020,Other - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,50-54,Male,White,2
Portland Police Bureau MIP,Multnomah,9/28/2020,One Man Vehicle - Alone,All Other,Aggravated Assault,Aggravated Assault,50-54,Female,White,1
Portland Police Bureau MIP,Multnomah,9/28/2020,Other - Assisted,All Other,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,10/3/2020,One Man Vehicle - Alone,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,11/17/2020,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,12/4/2020,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,7/20/2021,One Man Vehicle - Assisted,Responding to Disturbance,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,9/20/2021,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,11/19/2021,Other - Alone,All Other,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,11/29/2021,Other - Assisted,Responding to Disturbance,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,2/6/2022,Two Man Vehicle,Responding to Disturbance,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,3/14/2022,Two Man Vehicle,All Other,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,3/17/2020,One Man Vehicle - Assisted,Responding to Disturbance,Simple Assault,Simple Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,8/3/2020,Other - Assisted,Mentally Deranged,Simple Assault,Simple Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,10/13/2020,One Man Vehicle - Alone,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,10/13/2020,Two Man Vehicle,Traffic Pursuit and Stops,Simple Assault,Simple Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,11/4/2020,Two Man Vehicle,Mentally Deranged,Simple Assault,Simple Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,11/16/2020,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,8/16/2021,One Man Vehicle - Alone,All Other,Simple Assault,Simple Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,10/21/2021,Other - Alone,"Civil Disorder (Riot, Mass Disobedience)",Simple Assault,Simple Assault,50-54,Male,White,1
Portland Police Bureau MIP,Multnomah,11/24/2021,One Man Vehicle - Alone,Mentally Deranged,Simple Assault,Simple Assault,50-54,Male,White,1
Rainier PD,Columbia,5/24/2021,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,50-54,Male,White,1
Redmond PD,DESCHUTES,9/2/2020,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,50-54,Male,White,1
Salem PD MIP,MARION,7/21/2020,One Man Vehicle - Alone,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Salem PD MIP,MARION,10/15/2020,One Man Vehicle - Assisted,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Salem PD MIP,MARION,1/5/2021,One Man Vehicle - Alone,Responding to Disturbance,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Salem PD MIP,MARION,6/18/2021,Two Man Vehicle,Responding to Disturbance,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Salem PD MIP,MARION,1/11/2022,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Intimidation,Intimidation,50-54,Male,White,2
Salem PD MIP,MARION,1/29/2022,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Intimidation,Intimidation,50-54,Male,White,1
Salem PD MIP,MARION,5/11/2020,Other - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,50-54,Male,Unknown,1
Salem PD MIP,MARION,2/6/2021,One Man Vehicle - Alone,Mentally Deranged,Simple Assault,Simple Assault,50-54,Male,White,1
Salem PD MIP,MARION,3/14/2021,One Man Vehicle - Alone,Mentally Deranged,Simple Assault,Simple Assault,50-54,Male,White,1
Salem PD MIP,MARION,6/21/2021,One Man Vehicle - Assisted,Mentally Deranged,Simple Assault,Simple Assault,50-54,Male,White,1
Salem PD MIP,MARION,8/25/2021,Other - Alone,Responding to Disturbance,Simple Assault,Simple Assault,50-54,Male,White,1
Springfield PD,Lane,7/29/2020,Other - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Simple Assault,Simple Assault,50-54,Male,White,1
Umatilla SO,Umatilla,6/1/2021,Other - Assisted,Responding to Domestic Disturbance,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Umatilla SO,Umatilla,9/21/2020,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,50-54,Male,White,1
Washington SO,Washington,1/27/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Washington SO,Washington,5/27/2021,One Man Vehicle - Assisted,Responding to Disturbance,Aggravated Assault,Aggravated Assault,50-54,Male,White,1
Washington SO,Washington,1/9/2020,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,50-54,Male,White,1
Washington SO,Washington,3/10/2020,Other - Assisted,All Other,Simple Assault,Simple Assault,50-54,Male,White,2
Yamhill SO,Yamhill,5/24/2020,One Man Vehicle - Alone,All Other,Simple Assault,Simple Assault,50-54,Male,White,1
Ashland PD,Jackson,9/12/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,55-59,Male,White,1
Astoria PD,Clatsop,2/12/2020,One Man Vehicle - Assisted,Responding to Disturbance,Simple Assault,Simple Assault,55-59,Male,White,1
Clackamas SO,Clackamas,6/7/2021,One Man Vehicle - Assisted,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,55-59,Male,White,1
Clackamas SO,Clackamas,2/1/2020,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,55-59,Unknown,Unknown,1
Clackamas SO,Clackamas,3/28/2020,Other - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,55-59,Unknown,Unknown,1
Clackamas SO,Clackamas,2/25/2021,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,55-59,Male,White,1
Clackamas SO,Clackamas,5/14/2021,One Man Vehicle - Assisted,Traffic Pursuit and Stops,Simple Assault,Simple Assault,55-59,Male,White,1
Clackamas SO,Clackamas,9/8/2021,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,55-59,Male,White,1
Clackamas SO,Clackamas,1/21/2022,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,55-59,Male,White,1
Clatsop SO,Clatsop,5/4/2021,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,55-59,Female,White,1
Columbia SO,Columbia,11/11/2021,One Man Vehicle - Alone,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,55-59,Male,White,1
Grants Pass PD,Josephine,7/14/2020,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,55-59,Male,White,1
Gresham PD MIP,Multnomah,4/1/2020,One Man Vehicle - Alone,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,55-59,Male,White,1
Gresham PD MIP,Multnomah,8/14/2020,Other - Assisted,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,55-59,Male,White,1
Keizer PD,Marion,2/12/2020,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,55-59,Male,White,1
Klamath SO,Klamath,11/8/2021,Other - Assisted,All Other,Aggravated Assault,Aggravated Assault,55-59,Female,White,1
Lebanon PD,Linn,8/2/2020,One Man Vehicle - Alone,Robberies in Progress/Pursuing Robbery Suspects,Simple Assault,Simple Assault,55-59,Male,White,1
Lincoln City PD,Lincoln,2/14/2020,Two Man Vehicle,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,55-59,Male,White,1
Lincoln City PD,Lincoln,7/19/2020,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,55-59,Male,White,1
Milwaukie PD,Clackamas,2/15/2020,One Man Vehicle - Alone,Responding to Disturbance,Simple Assault,Simple Assault,55-59,Female,Unknown,1
Milwaukie PD,Clackamas,10/31/2021,One Man Vehicle - Alone,Responding to Disturbance,Simple Assault,Simple Assault,55-59,Male,White,1
Multnomah SO,Multnomah,1/17/2020,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,55-59,Male,White,1
Multnomah SO,Multnomah,5/11/2021,Other - Alone,Ambush/No Warning,Aggravated Assault,Aggravated Assault,55-59,Male,White,1
Newberg-Dundee PD,YAMHILL,1/19/2022,One Man Vehicle - Alone,All Other,Simple Assault,Simple Assault,55-59,Unknown,White,1
Oregon State Police,WASCO,1/24/2021,One Man Vehicle - Alone,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,55-59,Male,Unknown,1
Portland Police Bureau MIP,Multnomah,3/22/2020,Two Man Vehicle,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,55-59,Male,White,1
Portland Police Bureau MIP,Multnomah,7/14/2020,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,55-59,Male,White,1
Portland Police Bureau MIP,Multnomah,10/28/2020,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,55-59,Female,White,1
Portland Police Bureau MIP,Multnomah,3/14/2021,One Man Vehicle - Assisted,All Other,Aggravated Assault,Aggravated Assault,55-59,Female,White,1
Portland Police Bureau MIP,Multnomah,10/18/2021,Two Man Vehicle,Attempting Other Arrests,Simple Assault,Simple Assault,55-59,Male,White,1
Portland Police Bureau MIP,Multnomah,1/8/2022,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,55-59,Male,White,1
Redmond PD,DESCHUTES,7/8/2020,Other - Assisted,Responding to Disturbance,Simple Assault,Simple Assault,55-59,Male,White,1
Salem PD MIP,MARION,1/23/2021,One Man Vehicle - Alone,All Other,Aggravated Assault,Aggravated Assault,55-59,Male,White,1
Salem PD MIP,MARION,11/15/2021,One Man Vehicle - Alone,Attempting Other Arrests,Intimidation,Intimidation,55-59,Female,White,1
Salem PD MIP,MARION,5/26/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,55-59,Female,Unknown,1
Salem PD MIP,MARION,5/26/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,55-59,Male,Unknown,1
Salem PD MIP,MARION,12/19/2020,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,55-59,Male,White,1
Salem PD MIP,MARION,6/15/2021,Detective or Special Assignment - Assisted,Mentally Deranged,Simple Assault,Simple Assault,55-59,Male,White,1
Tualatin PD,Washington,9/26/2021,Two Man Vehicle,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,55-59,Male,Unknown,1
Vernonia PD,Columbia,8/7/2020,One Man Vehicle - Alone,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,55-59,Male,White,1
Washington SO,Washington,2/5/2020,One Man Vehicle - Assisted,Responding to Disturbance,Aggravated Assault,Aggravated Assault,55-59,Male,White,1
Washington SO,Washington,2/12/2021,Other - Alone,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,55-59,Male,White,1
Washington SO,Washington,3/10/2020,Other - Assisted,All Other,Simple Assault,Simple Assault,55-59,Male,White,2
Washington SO,Washington,11/10/2020,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,55-59,Male,White,1
Yamhill SO,Yamhill,6/16/2021,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,55-59,Male,White,1
Yamhill SO,Yamhill,11/8/2021,Detective or Special Assignment - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,55-59,Male,White,1
Gresham PD MIP,Multnomah,1/29/2020,Other - Alone,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,60-64,Male,White,1
Gresham PD MIP,Multnomah,3/18/2021,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,60-64,Male,White,1
Gresham PD MIP,Multnomah,4/29/2020,Other - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,60-64,Male,American Indian/Alaskan Native,1
Gresham PD MIP,Multnomah,7/20/2020,Other - Assisted,Responding to Disturbance,Simple Assault,Simple Assault,60-64,Male,White,1
John Day PD,Grant,2/2/2021,Other - Assisted,All Other,Aggravated Assault,Aggravated Assault,60-64,Male,White,1
Lincoln City PD,Lincoln,3/9/2022,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,60-64,Male,White,1
Monmouth PD,Polk,5/22/2021,Two Man Vehicle,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,60-64,Male,Hispanic or Latino,1
Newberg-Dundee PD,YAMHILL,1/31/2022,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,60-64,Male,Hispanic or Latino,1
North Bend PD,Coos,3/12/2021,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,60-64,Male,White,1
North Bend PD,Coos,6/2/2021,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,60-64,Male,White,1
Salem PD MIP,MARION,6/21/2021,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Intimidation,Intimidation,60-64,Male,Unknown,1
Salem PD MIP,MARION,8/28/2021,One Man Vehicle - Alone,All Other,Simple Assault,Simple Assault,60-64,Male,Unknown,1
Salem PD MIP,MARION,2/16/2022,One Man Vehicle - Alone,All Other,Simple Assault,Simple Assault,60-64,Male,Unknown,1
Salem PD MIP,MARION,3/11/2022,One Man Vehicle - Alone,All Other,Simple Assault,Simple Assault,60-64,Male,Unknown,1
Salem PD MIP,MARION,10/18/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,60-64,Male,White,1
Salem PD MIP,MARION,2/16/2022,One Man Vehicle - Alone,All Other,Simple Assault,Simple Assault,60-64,Female,White,1
Warrenton PD,Clatsop,7/1/2020,One Man Vehicle - Alone,Traffic Pursuit and Stops,Simple Assault,Simple Assault,60-64,Male,Unknown,1
Warrenton PD,Clatsop,2/6/2022,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,60-64,Male,White,1
Washington SO,Washington,8/26/2021,Other - Alone,Ambush/No Warning,Aggravated Assault,Aggravated Assault,60-64,Male,White,1
West Linn PD,Clackamas,8/13/2020,One Man Vehicle - Alone,Traffic Pursuit and Stops,Simple Assault,Simple Assault,60-64,Female,Unknown,1
Beaverton PD MIP,Washington,12/23/2020,Other - Assisted,Responding to Disturbance,Simple Assault,Simple Assault,65+,Male,White,1
Benton SO,BENTON,8/14/2021,One Man Vehicle - Assisted,All Other,Simple Assault,Simple Assault,65+,Female,White,1
Benton SO,BENTON,8/14/2021,One Man Vehicle - Assisted,All Other,Simple Assault,Simple Assault,65+,Male,White,1
Corvallis PD,Benton,5/4/2020,One Man Vehicle - Alone,Responding to Disturbance,Simple Assault,Simple Assault,65+,Female,Asian,1
Corvallis PD,Benton,8/11/2020,One Man Vehicle - Alone,Responding to Disturbance,Simple Assault,Simple Assault,65+,Female,Asian,1
Corvallis PD,Benton,5/4/2020,One Man Vehicle - Alone,Responding to Disturbance,Simple Assault,Simple Assault,65+,Male,White,1
Corvallis PD,Benton,5/12/2020,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,65+,Female,White,1
Corvallis PD,Benton,5/14/2020,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,65+,Female,White,1
Corvallis PD,Benton,8/11/2020,One Man Vehicle - Alone,Responding to Disturbance,Simple Assault,Simple Assault,65+,Male,White,1
Corvallis PD,Benton,8/11/2020,One Man Vehicle - Alone,Responding to Domestic Disturbance,Simple Assault,Simple Assault,65+,Male,White,1
Corvallis PD,Benton,1/14/2021,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,65+,Female,White,1
Corvallis PD,Benton,3/29/2021,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,65+,Female,White,1
Corvallis PD,Benton,8/14/2021,One Man Vehicle - Assisted,Responding to Disturbance,Simple Assault,Simple Assault,65+,Male,White,1
John Day PD,Grant,4/20/2021,Two Man Vehicle,Responding to Disturbance,Simple Assault,Simple Assault,65+,Male,White,1
Medford PD,Jackson,3/5/2020,One Man Vehicle - Assisted,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,65+,Male,White,1
Newberg-Dundee PD,YAMHILL,4/20/2021,One Man Vehicle - Alone,Traffic Pursuit and Stops,Simple Assault,Simple Assault,65+,Male,White,1
Newberg-Dundee PD,YAMHILL,5/1/2021,One Man Vehicle - Alone,Mentally Deranged,Simple Assault,Simple Assault,65+,Unknown,White,1
Portland State University,Multnomah,2/5/2020,One Man Vehicle - Alone,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,65+,Male,White,1
Astoria PD,Clatsop,6/20/2021,One Man Vehicle - Alone,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,Unknown,Male,Unknown,1
Astoria PD,Clatsop,7/3/2020,Other - Assisted,Mentally Deranged,Simple Assault,Simple Assault,Unknown,Male,Unknown,1
Astoria PD,Clatsop,3/21/2020,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,Unknown,Male,White,1
Astoria PD,Clatsop,4/4/2020,One Man Vehicle - Alone,Mentally Deranged,Simple Assault,Simple Assault,Unknown,Male,White,1
Astoria PD,Clatsop,7/3/2020,Other - Assisted,Mentally Deranged,Simple Assault,Simple Assault,Unknown,Male,White,1
Baker City PD,Baker,6/9/2021,Other - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,Unknown,Female,White,1
Baker SO,Baker,10/4/2021,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,Unknown,Male,White,1
Beaverton PD MIP,Washington,10/2/2021,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,Unknown,Male,Unknown,1
